ZFIN:ZDB-GENE-070410-44	NCBI_gene:11162
ZFIN:ZDB-GENE-030131-6039	NCBI_gene:7247
ZFIN:ZDB-GENE-050913-80	NCBI_gene:7257
ZFIN:ZDB-GENE-041010-70	NCBI_gene:84142
ZFIN:ZDB-GENE-030131-3112	NCBI_gene:28987
ZFIN:ZDB-GENE-000511-8	NCBI_gene:30061
ZFIN:ZDB-GENE-040718-116	NCBI_gene:9583
ZFIN:ZDB-GENE-030131-6186	NCBI_gene:956
ZFIN:ZDB-GENE-040801-58	NCBI_gene:953
ZFIN:ZDB-GENE-040724-142	NCBI_gene:377841
ZFIN:ZDB-GENE-040724-187	NCBI_gene:954
ZFIN:ZDB-GENE-050417-412	NCBI_gene:955
ZFIN:ZDB-GENE-060331-105	NCBI_gene:6161
ZFIN:ZDB-GENE-050522-181	NCBI_gene:5441
ZFIN:ZDB-GENE-050913-99	NCBI_gene:83741
ZFIN:ZDB-GENE-041212-61	NCBI_gene:7022
ZFIN:ZDB-GENE-040426-1455	NCBI_gene:339488
ZFIN:ZDB-GENE-050417-394	NCBI_gene:7021
ZFIN:ZDB-GENE-011212-6	NCBI_gene:7020
ZFIN:ZDB-GENE-060929-1234	NCBI_gene:4867
ZFIN:ZDB-GENE-041216-1	NCBI_gene:55110
ZFIN:ZDB-GENE-030131-6955	NCBI_gene:143684
ZFIN:ZDB-GENE-060929-1186	NCBI_gene:123228
ZFIN:ZDB-GENE-030131-6654	NCBI_gene:1200
ZFIN:ZDB-GENE-060503-870	NCBI_gene:7342
ZFIN:ZDB-GENE-040704-58	NCBI_gene:29842
ZFIN:ZDB-GENE-030131-2523	NCBI_gene:7024
ZFIN:ZDB-GENE-060503-719	NCBI_gene:79977
ZFIN:ZDB-GENE-030131-9854	NCBI_gene:57822
ZFIN:ZDB-GENE-030131-3665	NCBI_gene:29841
ZFIN:ZDB-GENE-040912-128	NCBI_gene:51074
ZFIN:ZDB-GENE-030826-27	NCBI_gene:2677
ZFIN:ZDB-GENE-040801-55	NCBI_gene:9801
ZFIN:ZDB-GENE-060503-348	NCBI_gene:23355
ZFIN:ZDB-GENE-040426-886	NCBI_gene:5929
ZFIN:ZDB-GENE-040426-2541	NCBI_gene:102724945
ZFIN:ZDB-GENE-060503-757	NCBI_gene:53916
ZFIN:ZDB-GENE-110408-34	NCBI_gene:54583
ZFIN:ZDB-GENE-040704-50	NCBI_gene:27249
ZFIN:ZDB-GENE-050208-292	NCBI_gene:55001
ZFIN:ZDB-GENE-040426-2752	NCBI_gene:23265
ZFIN:ZDB-GENE-030131-8576	NCBI_gene:64422
ZFIN:ZDB-GENE-040724-203	NCBI_gene:85016
ZFIN:ZDB-GENE-040426-2775	NCBI_gene:55783
ZFIN:ZDB-GENE-040426-696	NCBI_gene:23070
ZFIN:ZDB-GENE-030131-377	NCBI_gene:11054
ZFIN:ZDB-GENE-061207-32	NCBI_gene:79627
ZFIN:ZDB-GENE-030131-5517	NCBI_gene:54801
ZFIN:ZDB-GENE-041010-45	NCBI_gene:27075
ZFIN:ZDB-GENE-040426-1123	NCBI_gene:102724500
ZFIN:ZDB-GENE-050417-295	NCBI_gene:23555
ZFIN:ZDB-GENE-040718-361	NCBI_gene:340348
ZFIN:ZDB-GENE-030131-5435	NCBI_gene:7105
ZFIN:ZDB-GENE-040927-5	NCBI_gene:7102
ZFIN:ZDB-GENE-040426-1073	NCBI_gene:6094
ZFIN:ZDB-GENE-000616-9	NCBI_gene:5961
ZFIN:ZDB-GENE-000831-5	NCBI_gene:975
ZFIN:ZDB-GENE-050522-511	NCBI_gene:10100
ZFIN:ZDB-GENE-040426-2768	NCBI_gene:928
ZFIN:ZDB-GENE-070820-17	NCBI_gene:951
ZFIN:ZDB-GENE-060503-632	NCBI_gene:10867
ZFIN:ZDB-GENE-040426-1349	NCBI_gene:963
ZFIN:ZDB-GENE-030131-2857	NCBI_gene:3732
ZFIN:ZDB-GENE-040718-38	NCBI_gene:7106
ZFIN:ZDB-GENE-060421-2603	NCBI_gene:11045
ZFIN:ZDB-GENE-040718-137	NCBI_gene:90139
ZFIN:ZDB-GENE-041210-93	NCBI_gene:441631
ZFIN:ZDB-GENE-030131-7787	NCBI_gene:10099
ZFIN:ZDB-GENE-040426-1285	NCBI_gene:23554
ZFIN:ZDB-GENE-040426-1868	NCBI_gene:977
ZFIN:ZDB-GENE-060825-329	NCBI_gene:81619
ZFIN:ZDB-GENE-041010-145	NCBI_gene:10098
ZFIN:ZDB-GENE-030131-180	NCBI_gene:967
ZFIN:ZDB-GENE-090812-5	NCBI_gene:83786
ZFIN:ZDB-GENE-030131-555	NCBI_gene:889
ZFIN:ZDB-GENE-020320-5	NCBI_gene:54756
ZFIN:ZDB-GENE-050417-28	NCBI_gene:5711
ZFIN:ZDB-GENE-091204-239	NCBI_gene:56911
ZFIN:ZDB-GENE-041001-135	NCBI_gene:6885
ZFIN:ZDB-GENE-070402-1	NCBI_gene:23064
ZFIN:ZDB-GENE-040426-2419	NCBI_gene:9931
ZFIN:ZDB-GENE-040426-1189	NCBI_gene:9716
ZFIN:ZDB-GENE-040426-2836	NCBI_gene:5976
ZFIN:ZDB-GENE-061013-333	NCBI_gene:54456
ZFIN:ZDB-GENE-091230-8	NCBI_gene:4343
ZFIN:ZDB-GENE-050417-66	NCBI_gene:5437
ZFIN:ZDB-GENE-070410-73	NCBI_gene:200844
ZFIN:ZDB-GENE-040426-1784	NCBI_gene:29105
ZFIN:ZDB-GENE-110411-62	NCBI_gene:145270
ZFIN:ZDB-GENE-070117-2447	NCBI_gene:54856
ZFIN:ZDB-GENE-030131-5753	NCBI_gene:8479
ZFIN:ZDB-GENE-040409-1	NCBI_gene:3110
ZFIN:ZDB-GENE-030131-7184	NCBI_gene:23511
ZFIN:ZDB-GENE-030131-2207	NCBI_gene:55906
ZFIN:ZDB-GENE-030131-9808	NCBI_gene:9933
ZFIN:ZDB-GENE-040426-1116	NCBI_gene:51119
ZFIN:ZDB-GENE-070501-1	NCBI_gene:8291
ZFIN:ZDB-GENE-070912-312	NCBI_gene:654463
ZFIN:ZDB-GENE-030131-7778	NCBI_gene:9381
ZFIN:ZDB-GENE-060130-18	NCBI_gene:57512
ZFIN:ZDB-GENE-040426-2646	NCBI_gene:57404
ZFIN:ZDB-GENE-041210-353	NCBI_gene:55966
ZFIN:ZDB-GENE-030131-513	NCBI_gene:1876
ZFIN:ZDB-GENE-030828-3	NCBI_gene:1875
ZFIN:ZDB-GENE-040426-2773	NCBI_gene:1874
ZFIN:ZDB-GENE-030131-3527	NCBI_gene:144455
ZFIN:ZDB-GENE-061009-14	NCBI_gene:222223
ZFIN:ZDB-GENE-041008-93	NCBI_gene:102724871
ZFIN:ZDB-GENE-040426-2164	NCBI_gene:124801
ZFIN:ZDB-GENE-060526-34	NCBI_gene:116211
ZFIN:ZDB-GENE-050208-690	NCBI_gene:4071
ZFIN:ZDB-GENE-040801-231	NCBI_gene:7104
ZFIN:ZDB-GENE-040718-65	NCBI_gene:9032
ZFIN:ZDB-GENE-111102-1	NCBI_gene:54540
ZFIN:ZDB-GENE-080917-25	NCBI_gene:8603
ZFIN:ZDB-GENE-070410-38	NCBI_gene:375298
ZFIN:ZDB-GENE-041210-210	NCBI_gene:64781
ZFIN:ZDB-GENE-030131-6202	NCBI_gene:55750
ZFIN:ZDB-GENE-100922-225	NCBI_gene:56848
ZFIN:ZDB-GENE-030815-1	NCBI_gene:59353
ZFIN:ZDB-GENE-060929-512	NCBI_gene:187
ZFIN:ZDB-GENE-110411-117	NCBI_gene:185
ZFIN:ZDB-GENE-050306-56	NCBI_gene:186
ZFIN:ZDB-GENE-040801-47	NCBI_gene:203228
ZFIN:ZDB-GENE-010125-1	NCBI_gene:4988
ZFIN:ZDB-GENE-091204-457	NCBI_gene:2825
ZFIN:ZDB-GENE-040312-4	NCBI_gene:4987
ZFIN:ZDB-GENE-030729-1	NCBI_gene:4986
ZFIN:ZDB-GENE-090429-1	NCBI_gene:6751
ZFIN:ZDB-GENE-990415-199	NCBI_gene:4985
ZFIN:ZDB-GENE-061009-35	NCBI_gene:6755
ZFIN:ZDB-GENE-030131-7092	NCBI_gene:345062
ZFIN:ZDB-GENE-060526-194	NCBI_gene:387885
ZFIN:ZDB-GENE-060929-352	NCBI_gene:348807
ZFIN:ZDB-GENE-030131-457	NCBI_gene:29115
ZFIN:ZDB-GENE-041114-113	NCBI_gene:8317
ZFIN:ZDB-GENE-020419-19	NCBI_gene:1452
ZFIN:ZDB-GENE-041212-63	NCBI_gene:53944
ZFIN:ZDB-GENE-060825-285	NCBI_gene:1455
ZFIN:ZDB-GENE-030131-6445	NCBI_gene:1455
ZFIN:ZDB-GENE-040426-1046	NCBI_gene:7444
ZFIN:ZDB-GENE-030131-246	NCBI_gene:51231
ZFIN:ZDB-GENE-040426-2709	NCBI_gene:7443
ZFIN:ZDB-GENE-030131-825	NCBI_gene:102800317
ZFIN:ZDB-GENE-040426-2385	NCBI_gene:102800317
ZFIN:ZDB-GENE-030131-825	NCBI_gene:1453
ZFIN:ZDB-GENE-040426-2385	NCBI_gene:1453
ZFIN:ZDB-GENE-040801-120	NCBI_gene:27095
ZFIN:ZDB-GENE-030131-4459	NCBI_gene:57492
ZFIN:ZDB-GENE-030131-5725	NCBI_gene:8289
ZFIN:ZDB-GENE-040426-2279	NCBI_gene:79153
ZFIN:ZDB-GENE-040822-22	NCBI_gene:284161
ZFIN:ZDB-GENE-091204-253	NCBI_gene:81544
ZFIN:ZDB-GENE-081107-62	NCBI_gene:54857
ZFIN:ZDB-GENE-091204-436	NCBI_gene:220032
ZFIN:ZDB-GENE-040426-881	NCBI_gene:51573
ZFIN:ZDB-GENE-030131-6219	NCBI_gene:23060
ZFIN:ZDB-GENE-030131-2361	NCBI_gene:11318
ZFIN:ZDB-GENE-090311-1	NCBI_gene:2852
ZFIN:ZDB-GENE-050417-343	NCBI_gene:56898
ZFIN:ZDB-GENE-040426-1578	NCBI_gene:27336
ZFIN:ZDB-GENE-040801-79	NCBI_gene:348180
ZFIN:ZDB-GENE-070112-282	NCBI_gene:25915
ZFIN:ZDB-GENE-041210-99	NCBI_gene:84893
ZFIN:ZDB-GENE-031218-1	NCBI_gene:5087
ZFIN:ZDB-GENE-010406-2	NCBI_gene:56917
ZFIN:ZDB-GENE-000210-23	NCBI_gene:4212
ZFIN:ZDB-GENE-020122-1	NCBI_gene:4211
ZFIN:ZDB-GENE-020122-5	NCBI_gene:5316
ZFIN:ZDB-GENE-031118-112	NCBI_gene:63876
ZFIN:ZDB-GENE-030131-475	NCBI_gene:7050
ZFIN:ZDB-GENE-050417-425	NCBI_gene:255919
ZFIN:ZDB-GENE-110914-16	NCBI_gene:2632
ZFIN:ZDB-GENE-000831-3	NCBI_gene:6520
ZFIN:ZDB-GENE-090313-225	NCBI_gene:6519
ZFIN:ZDB-GENE-040426-2393	NCBI_gene:279
ZFIN:ZDB-GENE-070209-134	NCBI_gene:9899
ZFIN:ZDB-GENE-060526-233	NCBI_gene:22987
ZFIN:ZDB-GENE-050417-438	NCBI_gene:29079
ZFIN:ZDB-GENE-050604-1	NCBI_gene:100861540
ZFIN:ZDB-GENE-040426-720	NCBI_gene:51497
ZFIN:ZDB-GENE-050417-370	NCBI_gene:26515
ZFIN:ZDB-GENE-040625-61	NCBI_gene:10001
ZFIN:ZDB-GENE-060810-127	NCBI_gene:2491
ZFIN:ZDB-GENE-071227-2	NCBI_gene:114770
ZFIN:ZDB-GENE-050419-71	NCBI_gene:8993
ZFIN:ZDB-GENE-031118-182	NCBI_gene:84079
ZFIN:ZDB-GENE-061110-103	NCBI_gene:114883
ZFIN:ZDB-GENE-081002-4	NCBI_gene:114884
ZFIN:ZDB-GENE-081105-135	NCBI_gene:114885
ZFIN:ZDB-GENE-030131-5872	NCBI_gene:114879
ZFIN:ZDB-GENE-090312-18	NCBI_gene:5007
ZFIN:ZDB-GENE-060526-3	NCBI_gene:102725085
ZFIN:ZDB-GENE-070912-206	NCBI_gene:114880
ZFIN:ZDB-GENE-041010-212	NCBI_gene:114881
ZFIN:ZDB-GENE-100921-38	NCBI_gene:26031
ZFIN:ZDB-GENE-091116-46	NCBI_gene:400850
ZFIN:ZDB-GENE-050208-657	NCBI_gene:114876
ZFIN:ZDB-GENE-050417-90	NCBI_gene:23463
ZFIN:ZDB-GENE-040426-784	NCBI_gene:11057
ZFIN:ZDB-GENE-040912-90	NCBI_gene:171586
ZFIN:ZDB-GENE-040910-6	NCBI_gene:6847
ZFIN:ZDB-GENE-100921-71	NCBI_gene:3991
ZFIN:ZDB-GENE-090313-292	NCBI_gene:55534
ZFIN:ZDB-GENE-120614-1	NCBI_gene:4255
ZFIN:ZDB-GENE-030131-5375	NCBI_gene:78995
ZFIN:ZDB-GENE-081022-176	NCBI_gene:51542
ZFIN:ZDB-GENE-101216-2	NCBI_gene:143570
ZFIN:ZDB-GENE-100922-80	NCBI_gene:79098
ZFIN:ZDB-GENE-040801-131	NCBI_gene:666
ZFIN:ZDB-GENE-000511-7	NCBI_gene:4170
ZFIN:ZDB-GENE-030825-2	NCBI_gene:10017
ZFIN:ZDB-GENE-010730-1	NCBI_gene:598
ZFIN:ZDB-GENE-110411-185	NCBI_gene:596
ZFIN:ZDB-GENE-000511-6	NCBI_gene:581
ZFIN:ZDB-GENE-040718-68	NCBI_gene:9104
ZFIN:ZDB-GENE-020806-5	NCBI_gene:2099
ZFIN:ZDB-GENE-030116-1	NCBI_gene:2100
ZFIN:ZDB-GENE-050522-503	NCBI_gene:2908
ZFIN:ZDB-GENE-990415-214	NCBI_gene:5241
ZFIN:ZDB-GENE-060131-1	NCBI_gene:367
ZFIN:ZDB-GENE-040616-2	NCBI_gene:2103
ZFIN:ZDB-GENE-060531-23	NCBI_gene:4306
ZFIN:ZDB-GENE-030821-2	NCBI_gene:2104
ZFIN:ZDB-GENE-030616-43	NCBI_gene:133522
ZFIN:ZDB-GENE-080505-1	NCBI_gene:10891
ZFIN:ZDB-GENE-030131-9858	NCBI_gene:23082
ZFIN:ZDB-GENE-040426-849	NCBI_gene:9025
ZFIN:ZDB-GENE-070912-481	NCBI_gene:339768
ZFIN:ZDB-GENE-081105-173	NCBI_gene:83715
ZFIN:ZDB-GENE-040724-121	NCBI_gene:102723473
ZFIN:ZDB-GENE-060526-215	NCBI_gene:102723606
ZFIN:ZDB-GENE-070410-91	NCBI_gene:10654
ZFIN:ZDB-GENE-050828-1	NCBI_gene:55967
ZFIN:ZDB-GENE-040801-168	NCBI_gene:29088
ZFIN:ZDB-GENE-040912-136	NCBI_gene:84894
ZFIN:ZDB-GENE-080219-38	NCBI_gene:79414
ZFIN:ZDB-GENE-080327-19	NCBI_gene:158038
ZFIN:ZDB-GENE-040426-1227	NCBI_gene:57622
ZFIN:ZDB-GENE-070705-323	NCBI_gene:2814
ZFIN:ZDB-GENE-080327-17	NCBI_gene:145581
ZFIN:ZDB-GENE-071126-1	NCBI_gene:57633
ZFIN:ZDB-GENE-080327-7	NCBI_gene:84631
ZFIN:ZDB-GENE-030131-2816	NCBI_gene:84189
ZFIN:ZDB-GENE-041210-218	NCBI_gene:654429
ZFIN:ZDB-GENE-030722-3	NCBI_gene:6585
ZFIN:ZDB-GENE-010306-4	NCBI_gene:6586
ZFIN:ZDB-GENE-010306-3	NCBI_gene:9353
ZFIN:ZDB-GENE-070719-1	NCBI_gene:6697
ZFIN:ZDB-GENE-030131-5277	NCBI_gene:11052
ZFIN:ZDB-GENE-080204-62	NCBI_gene:26108
ZFIN:ZDB-GENE-050809-108	NCBI_gene:90780
ZFIN:ZDB-GENE-060503-321	NCBI_gene:64434
ZFIN:ZDB-GENE-060929-452	NCBI_gene:57703
ZFIN:ZDB-GENE-090313-366	NCBI_gene:8269
ZFIN:ZDB-GENE-040426-2828	NCBI_gene:9156
ZFIN:ZDB-GENE-050327-28	NCBI_gene:2073
ZFIN:ZDB-GENE-031112-11	NCBI_gene:2237
ZFIN:ZDB-GENE-040426-1341	NCBI_gene:27166
ZFIN:ZDB-GENE-031002-13	NCBI_gene:51012
ZFIN:ZDB-GENE-041008-196	NCBI_gene:5493
ZFIN:ZDB-GENE-041114-163	NCBI_gene:81602
ZFIN:ZDB-GENE-050417-116	NCBI_gene:1635
ZFIN:ZDB-GENE-030131-8805	NCBI_gene:6916
ZFIN:ZDB-GENE-040426-1406	NCBI_gene:56985
ZFIN:ZDB-GENE-110411-214	NCBI_gene:7439
ZFIN:ZDB-GENE-070912-6	NCBI_gene:266675
ZFIN:ZDB-GENE-090312-127	NCBI_gene:54831
ZFIN:ZDB-GENE-050706-50	NCBI_gene:64062
ZFIN:ZDB-GENE-110411-31	NCBI_gene:54439
ZFIN:ZDB-GENE-060519-27	NCBI_gene:5202
ZFIN:ZDB-GENE-030131-4076	NCBI_gene:22984
ZFIN:ZDB-GENE-030131-1057	NCBI_gene:55763
ZFIN:ZDB-GENE-030131-4145	NCBI_gene:2011
ZFIN:ZDB-GENE-060929-80	NCBI_gene:102724915
ZFIN:ZDB-GENE-070626-2	NCBI_gene:4139
ZFIN:ZDB-GENE-990415-183	NCBI_gene:4851
ZFIN:ZDB-GENE-000329-5	NCBI_gene:4854
ZFIN:ZDB-GENE-000329-4	NCBI_gene:4853
ZFIN:ZDB-GENE-091118-97	NCBI_gene:55771
ZFIN:ZDB-GENE-091204-416	NCBI_gene:54891
ZFIN:ZDB-GENE-030131-5162	NCBI_gene:9377
ZFIN:ZDB-GENE-030131-5990	NCBI_gene:9589
ZFIN:ZDB-GENE-060503-190	NCBI_gene:79927
ZFIN:ZDB-GENE-030521-6	NCBI_gene:83541
ZFIN:ZDB-GENE-050626-70	NCBI_gene:90362
ZFIN:ZDB-GENE-091204-306	NCBI_gene:56987
ZFIN:ZDB-GENE-030131-1966	NCBI_gene:23152
ZFIN:ZDB-GENE-040426-900	NCBI_gene:7374
ZFIN:ZDB-GENE-050522-508	NCBI_gene:63922
ZFIN:ZDB-GENE-060503-686	NCBI_gene:100507547
ZFIN:ZDB-GENE-060503-686	NCBI_gene:100507547
ZFIN:ZDB-GENE-060503-686	NCBI_gene:100507547
ZFIN:ZDB-GENE-060503-686	NCBI_gene:100507547
ZFIN:ZDB-GENE-060503-686	NCBI_gene:100507547
ZFIN:ZDB-GENE-060503-686	NCBI_gene:100507547
ZFIN:ZDB-GENE-060503-686	NCBI_gene:100507547
ZFIN:ZDB-GENE-060503-686	NCBI_gene:100507547
ZFIN:ZDB-GENE-040426-1627	NCBI_gene:8498
ZFIN:ZDB-GENE-081104-93	NCBI_gene:5903
ZFIN:ZDB-GENE-040426-2548	NCBI_gene:5902
ZFIN:ZDB-GENE-041010-71	NCBI_gene:5192
ZFIN:ZDB-GENE-040912-20	NCBI_gene:284716
ZFIN:ZDB-GENE-050522-468	NCBI_gene:55973
ZFIN:ZDB-GENE-030616-63	NCBI_gene:10134
ZFIN:ZDB-GENE-030131-6239	NCBI_gene:55854
ZFIN:ZDB-GENE-040426-1991	NCBI_gene:153443
ZFIN:ZDB-GENE-040724-12	NCBI_gene:79652
ZFIN:ZDB-GENE-060929-1202	NCBI_gene:55638
ZFIN:ZDB-GENE-090313-92	NCBI_gene:9751
ZFIN:ZDB-GENE-070112-1332	NCBI_gene:64772
ZFIN:ZDB-GENE-030424-4	NCBI_gene:8564
ZFIN:ZDB-GENE-060825-297	NCBI_gene:102723871
ZFIN:ZDB-GENE-050302-97	NCBI_gene:11142
ZFIN:ZDB-GENE-041014-312	NCBI_gene:5570
ZFIN:ZDB-GENE-090313-101	NCBI_gene:56977
ZFIN:ZDB-GENE-030925-2	NCBI_gene:219736
ZFIN:ZDB-GENE-050417-198	NCBI_gene:114900
ZFIN:ZDB-GENE-080108-3	NCBI_gene:102723473
ZFIN:ZDB-GENE-050417-427	NCBI_gene:114897
ZFIN:ZDB-GENE-040426-1836	NCBI_gene:10882
ZFIN:ZDB-GENE-081105-160	NCBI_gene:165257
ZFIN:ZDB-GENE-080417-1	NCBI_gene:389941
ZFIN:ZDB-GENE-090313-185	NCBI_gene:338761
ZFIN:ZDB-GENE-030131-5133	NCBI_gene:114898
ZFIN:ZDB-GENE-050522-86	NCBI_gene:712
ZFIN:ZDB-GENE-050707-1	NCBI_gene:131149
ZFIN:ZDB-GENE-050706-101	NCBI_gene:114902
ZFIN:ZDB-GENE-060825-220	NCBI_gene:9370
ZFIN:ZDB-GENE-080303-33	NCBI_gene:338872
ZFIN:ZDB-GENE-070912-274	NCBI_gene:1295
ZFIN:ZDB-GENE-030131-8373	NCBI_gene:1300
ZFIN:ZDB-GENE-040728-3	NCBI_gene:10081
ZFIN:ZDB-GENE-030131-9652	NCBI_gene:22974
ZFIN:ZDB-GENE-070410-17	NCBI_gene:23582
ZFIN:ZDB-GENE-040426-1389	NCBI_gene:55246
ZFIN:ZDB-GENE-090313-223	NCBI_gene:6694
ZFIN:ZDB-GENE-060929-384	NCBI_gene:130752
ZFIN:ZDB-GENE-040204-1	NCBI_gene:4190
ZFIN:ZDB-GENE-040718-355	NCBI_gene:127253
ZFIN:ZDB-GENE-060825-182	NCBI_gene:55039
ZFIN:ZDB-GENE-030131-5978	NCBI_gene:57570
ZFIN:ZDB-GENE-060531-94	NCBI_gene:64170
ZFIN:ZDB-GENE-050506-21	NCBI_gene:347273
ZFIN:ZDB-GENE-040912-149	NCBI_gene:8436
ZFIN:ZDB-GENE-030131-5509	NCBI_gene:284119
ZFIN:ZDB-GENE-040426-685	NCBI_gene:56949
ZFIN:ZDB-GENE-030131-2575	NCBI_gene:24148
ZFIN:ZDB-GENE-040426-694	NCBI_gene:51340
ZFIN:ZDB-GENE-030131-6735	NCBI_gene:9049
ZFIN:ZDB-GENE-030131-9341	NCBI_gene:84962
ZFIN:ZDB-GENE-050419-261	NCBI_gene:126374
ZFIN:ZDB-GENE-041010-123	NCBI_gene:51021
ZFIN:ZDB-GENE-060929-1046	NCBI_gene:
ZFIN:ZDB-GENE-071015-2	NCBI_gene:2230
ZFIN:ZDB-GENE-040912-155	NCBI_gene:57727
ZFIN:ZDB-GENE-041114-107	NCBI_gene:55285
ZFIN:ZDB-GENE-060312-35	NCBI_gene:55599
ZFIN:ZDB-GENE-050306-55	NCBI_gene:256643
ZFIN:ZDB-GENE-041010-21	NCBI_gene:29081
ZFIN:ZDB-GENE-081022-196	NCBI_gene:79703
ZFIN:ZDB-GENE-030131-5428	NCBI_gene:9701
ZFIN:ZDB-GENE-030131-3251	NCBI_gene:55291
ZFIN:ZDB-GENE-030131-1458	NCBI_gene:11077
ZFIN:ZDB-GENE-040426-1943	NCBI_gene:23059
ZFIN:ZDB-GENE-031204-31	NCBI_gene:56654
ZFIN:ZDB-GENE-070912-190	NCBI_gene:84804
ZFIN:ZDB-GENE-060818-29	NCBI_gene:256471
ZFIN:ZDB-GENE-040718-468	NCBI_gene:84975
ZFIN:ZDB-GENE-040426-2935	NCBI_gene:64645
ZFIN:ZDB-GENE-050417-154	NCBI_gene:10227
ZFIN:ZDB-GENE-990714-19	NCBI_gene:55714
ZFIN:ZDB-GENE-060531-26	NCBI_gene:10178
ZFIN:ZDB-GENE-990714-20	NCBI_gene:26011
ZFIN:ZDB-GENE-070928-4	NCBI_gene:51172
ZFIN:ZDB-GENE-040625-2	NCBI_gene:1595
ZFIN:ZDB-GENE-080204-19	NCBI_gene:6936
ZFIN:ZDB-GENE-070112-2352	NCBI_gene:94104
ZFIN:ZDB-GENE-060421-8162	NCBI_gene:112942
ZFIN:ZDB-GENE-030131-4714	NCBI_gene:79158
ZFIN:ZDB-GENE-050417-238	NCBI_gene:5573
ZFIN:ZDB-GENE-060929-580	NCBI_gene:5575
ZFIN:ZDB-GENE-030131-1007	NCBI_gene:5576
ZFIN:ZDB-GENE-030904-1	NCBI_gene:5149
ZFIN:ZDB-GENE-040823-1	NCBI_gene:2857
ZFIN:ZDB-GENE-070112-1042	NCBI_gene:7428
ZFIN:ZDB-GENE-040712-1	NCBI_gene:84946
ZFIN:ZDB-GENE-041014-246	NCBI_gene:51156
ZFIN:ZDB-GENE-030131-1421	NCBI_gene:5267
ZFIN:ZDB-GENE-030131-264	NCBI_gene:462
ZFIN:ZDB-GENE-990415-93	NCBI_gene:871
ZFIN:ZDB-GENE-030131-1262	NCBI_gene:710
ZFIN:ZDB-GENE-060503-390	NCBI_gene:5274
ZFIN:ZDB-GENE-040912-2	NCBI_gene:102723646
ZFIN:ZDB-GENE-070912-60	NCBI_gene:5054
ZFIN:ZDB-GENE-030131-1205	NCBI_gene:183
ZFIN:ZDB-GENE-040426-848	NCBI_gene:5270
ZFIN:ZDB-GENE-030711-2	NCBI_gene:3053
ZFIN:ZDB-GENE-050309-223	NCBI_gene:647174
ZFIN:ZDB-GENE-030131-7169	NCBI_gene:5271
ZFIN:ZDB-GENE-050506-148	NCBI_gene:5271
ZFIN:ZDB-GENE-061215-114	NCBI_gene:5345
ZFIN:ZDB-GENE-040718-400	NCBI_gene:1992
ZFIN:ZDB-GENE-060929-288	NCBI_gene:79637
ZFIN:ZDB-GENE-991207-22	NCBI_gene:3728
ZFIN:ZDB-GENE-980526-362	NCBI_gene:1499
ZFIN:ZDB-GENE-030616-533	NCBI_gene:150709
ZFIN:ZDB-GENE-060130-6	NCBI_gene:8404
ZFIN:ZDB-GENE-030131-9	NCBI_gene:6678
ZFIN:ZDB-GENE-090312-88	NCBI_gene:80312
ZFIN:ZDB-GENE-090312-98	NCBI_gene:54790
ZFIN:ZDB-GENE-060526-109	NCBI_gene:200424
ZFIN:ZDB-GENE-040718-284	NCBI_gene:81618
ZFIN:ZDB-GENE-030131-2352	NCBI_gene:9445
ZFIN:ZDB-GENE-050522-65	NCBI_gene:56954
ZFIN:ZDB-GENE-040912-65	NCBI_gene:4817
ZFIN:ZDB-GENE-030131-1380	NCBI_gene:51733
ZFIN:ZDB-GENE-030131-7887	NCBI_gene:10128
ZFIN:ZDB-GENE-040914-10	NCBI_gene:6633
ZFIN:ZDB-GENE-030407-2	NCBI_gene:551
ZFIN:ZDB-GENE-030131-3922	NCBI_gene:201176
ZFIN:ZDB-GENE-040426-1727	NCBI_gene:94134
ZFIN:ZDB-GENE-070912-314	NCBI_gene:101928361
ZFIN:ZDB-GENE-050522-529	NCBI_gene:64332
ZFIN:ZDB-GENE-040426-2141	NCBI_gene:57763
ZFIN:ZDB-GENE-050208-596	NCBI_gene:8625
ZFIN:ZDB-GENE-011128-2	NCBI_gene:3714
ZFIN:ZDB-GENE-990415-47	NCBI_gene:28514
ZFIN:ZDB-GENE-980526-29	NCBI_gene:28514
ZFIN:ZDB-GENE-040718-427	NCBI_gene:26519
ZFIN:ZDB-GENE-050309-124	NCBI_gene:134353
ZFIN:ZDB-GENE-040930-9	NCBI_gene:6636
ZFIN:ZDB-GENE-040625-50	NCBI_gene:11157
ZFIN:ZDB-GENE-050417-180	NCBI_gene:27071
ZFIN:ZDB-GENE-090317-1	NCBI_gene:4690
ZFIN:ZDB-GENE-040801-235	NCBI_gene:8440
ZFIN:ZDB-GENE-080204-98	NCBI_gene:84174
ZFIN:ZDB-GENE-050417-275	NCBI_gene:9402
ZFIN:ZDB-GENE-050904-3	NCBI_gene:6503
ZFIN:ZDB-GENE-050522-347	NCBI_gene:10750
ZFIN:ZDB-GENE-040426-1975	NCBI_gene:2885
ZFIN:ZDB-GENE-050417-365	NCBI_gene:27247
ZFIN:ZDB-GENE-050522-131	NCBI_gene:102465669
ZFIN:ZDB-GENE-040718-296	NCBI_gene:91137
ZFIN:ZDB-GENE-050522-147	NCBI_gene:539
ZFIN:ZDB-GENE-050208-63	NCBI_gene:387640
ZFIN:ZDB-GENE-050419-109	NCBI_gene:84223
ZFIN:ZDB-GENE-031030-5	NCBI_gene:6883
