Mouse gene 	Human gene
MGI:1919592	NCBI_gene:124801
MGI:3645933	NCBI_gene:116211
MGI:104678	NCBI_gene:4071
MGI:2385173	NCBI_gene:7104
MGI:1922854	NCBI_gene:9032
MGI:2385851	NCBI_gene:54540
MGI:2447768	NCBI_gene:8603
MGI:3037816	NCBI_gene:375298
MGI:2386052	NCBI_gene:64781
MGI:1917173	NCBI_gene:55750
MGI:1316649	NCBI_gene:8877
MGI:1861380	NCBI_gene:56848
MGI:1914814	NCBI_gene:59353
MGI:3758095	NCBI_gene:100506144
MGI:1923701	NCBI_gene:7733
MGI:99210	NCBI_gene:219749
MGI:1919806	NCBI_gene:84924
MGI:107794	NCBI_gene:339559
MGI:1921681	NCBI_gene:148156
MGI:1921283	NCBI_gene:79673
MGI:1924769	NCBI_gene:10781
MGI:2675306	NCBI_gene:102724007
MGI:2384854	NCBI_gene:56979
MGI:1919970	NCBI_gene:57209
MGI:1277119	NCBI_gene:7584
MGI:3642748	NCBI_gene:729747
MGI:3649811	NCBI_gene:197320
MGI:1346086	NCBI_gene:187
MGI:1918473	NCBI_gene:2838
MGI:2686146	NCBI_gene:2848
MGI:87964	NCBI_gene:185
MGI:88144	NCBI_gene:623
MGI:102845	NCBI_gene:624
MGI:87966	NCBI_gene:186
MGI:1920455	NCBI_gene:203228
MGI:97441	NCBI_gene:4988
MGI:2385324	NCBI_gene:2825
MGI:97440	NCBI_gene:4987
MGI:97439	NCBI_gene:4986
MGI:98327	NCBI_gene:6751
MGI:1330275	NCBI_gene:11251
MGI:97438	NCBI_gene:4985
MGI:105372	NCBI_gene:6754
MGI:2443628	NCBI_gene:344758
MGI:891989	NCBI_gene:2831
MGI:98328	NCBI_gene:6752
MGI:894282	NCBI_gene:6755
MGI:2685865	NCBI_gene:345062
MGI:1918085	NCBI_gene:64063
MGI:1923810	NCBI_gene:5652
MGI:3779542	NCBI_gene:387885
MGI:3045254	NCBI_gene:146849
MGI:2444738	NCBI_gene:120935
MGI:2141635	NCBI_gene:348807
MGI:1927479	NCBI_gene:29115
MGI:107936	NCBI_gene:3606
MGI:88320	NCBI_gene:914
MGI:1922595	NCBI_gene:57823
MGI:1923692	NCBI_gene:89886
MGI:1353620	NCBI_gene:114836
MGI:96885	NCBI_gene:4063
MGI:1336885	NCBI_gene:8832
MGI:1351314	NCBI_gene:6504
MGI:1921998	NCBI_gene:56833
MGI:88339	NCBI_gene:962
MGI:109294	NCBI_gene:51744
MGI:1309511	NCBI_gene:8317
MGI:1934950	NCBI_gene:1452
MGI:1917675	NCBI_gene:1456
MGI:2660884	NCBI_gene:53944
MGI:1920014	NCBI_gene:1455
MGI:1917172	NCBI_gene:7444
MGI:2182465	NCBI_gene:51231
MGI:1261847	NCBI_gene:7443
MGI:1351660	NCBI_gene:102800317
MGI:1355272	NCBI_gene:1453
MGI:2155779	NCBI_gene:146057
MGI:2147036	NCBI_gene:84630
MGI:3642034	NCBI_gene:100128327
MGI:1351486	NCBI_gene:27095
MGI:1926129	NCBI_gene:57492
MGI:1935147	NCBI_gene:8289
MGI:1915866	NCBI_gene:79153
MGI:1913819	NCBI_gene:284161
MGI:2686926	NCBI_gene:81544
MGI:1918834	NCBI_gene:54857
MGI:3606573	NCBI_gene:220032
MGI:1891827	NCBI_gene:51573
MGI:2674092	NCBI_gene:23060
MGI:2442338	NCBI_gene:57507
MGI:109545	NCBI_gene:11318
MGI:1924104	NCBI_gene:2852
MGI:1918910	NCBI_gene:5919
MGI:1917022	NCBI_gene:56898
MGI:3045303	NCBI_gene:10046
MGI:1919709	NCBI_gene:27336
MGI:1914215	NCBI_gene:348180
MGI:1913956	NCBI_gene:25915
MGI:1354699	NCBI_gene:84893
MGI:1341793	NCBI_gene:5089
MGI:1341793	NCBI_gene:5089
MGI:1341793	NCBI_gene:5089
MGI:1341793	NCBI_gene:5089
MGI:1341793	NCBI_gene:5089
MGI:1341793	NCBI_gene:5089
MGI:1341793	NCBI_gene:5089
MGI:1931321	NCBI_gene:80714
MGI:97495	NCBI_gene:5087
MGI:97496	NCBI_gene:5090
MGI:108519	NCBI_gene:56917
MGI:108564	NCBI_gene:4212
MGI:104717	NCBI_gene:4211
MGI:1201409	NCBI_gene:5316
MGI:2445415	NCBI_gene:63876
MGI:1915299	NCBI_gene:60436
MGI:1194497	NCBI_gene:7050
MGI:1921981	NCBI_gene:255919
MGI:1921435	NCBI_gene:2632
MGI:96955	NCBI_gene:6520
MGI:1195264	NCBI_gene:6519
MGI:88020	NCBI_gene:279
MGI:892003	NCBI_gene:6949
MGI:1917315	NCBI_gene:140731
MGI:1927338	NCBI_gene:9899
MGI:1927139	NCBI_gene:9900
MGI:1922459	NCBI_gene:22987
MGI:1914631	NCBI_gene:29079
MGI:3513977	NCBI_gene:147495
MGI:88609	NCBI_gene:1576
MGI:88610	NCBI_gene:100861540
MGI:1926424	NCBI_gene:51497
MGI:1315196	NCBI_gene:26515
MGI:1917042	NCBI_gene:10001
MGI:2147897	NCBI_gene:2491
MGI:2159637	NCBI_gene:317703
MGI:1928099	NCBI_gene:114770
MGI:2686324	NCBI_gene:57115
MGI:2685266	NCBI_gene:114771
MGI:1345092	NCBI_gene:8993
MGI:2444103	NCBI_gene:84079
MGI:2443807	NCBI_gene:114882
MGI:1923784	NCBI_gene:114883
MGI:1921736	NCBI_gene:114884
MGI:2146553	NCBI_gene:114885
MGI:1930265	NCBI_gene:114879
MGI:97447	NCBI_gene:5007
MGI:1921559	NCBI_gene:102725085
MGI:2139014	NCBI_gene:114880
MGI:1918490	NCBI_gene:114881
MGI:1918970	NCBI_gene:26031
MGI:2442832	NCBI_gene:400850
MGI:1927551	NCBI_gene:114876
MGI:1888594	NCBI_gene:23463
MGI:1914344	NCBI_gene:11057
MGI:2147183	NCBI_gene:171586
MGI:1914727	NCBI_gene:116236
MGI:105931	NCBI_gene:6847
MGI:96790	NCBI_gene:3991
MGI:1890504	NCBI_gene:9794
MGI:2389460	NCBI_gene:84441
MGI:2389461	NCBI_gene:55534
MGI:96977	NCBI_gene:4255
MGI:2387601	NCBI_gene:78995
MGI:2178798	NCBI_gene:51542
MGI:1919831	NCBI_gene:26098
MGI:2181647	NCBI_gene:143570
MGI:2138143	NCBI_gene:79098
MGI:1097161	NCBI_gene:578
MGI:1858494	NCBI_gene:666
MGI:1278326	NCBI_gene:597
MGI:101769	NCBI_gene:4170
MGI:1330841	NCBI_gene:10017
MGI:108052	NCBI_gene:100529063
MGI:108052	NCBI_gene:599
MGI:88139	NCBI_gene:598
MGI:88138	NCBI_gene:596
MGI:99702	NCBI_gene:581
MGI:108024	NCBI_gene:9104
MGI:1352467	NCBI_gene:2099
MGI:109392	NCBI_gene:2100
MGI:95824	NCBI_gene:2908
MGI:97567	NCBI_gene:5241
MGI:88064	NCBI_gene:367
MGI:1346831	NCBI_gene:2101
MGI:1346832	NCBI_gene:2103
MGI:99459	NCBI_gene:4306
MGI:1347056	NCBI_gene:2104
MGI:2444934	NCBI_gene:133522
MGI:1342774	NCBI_gene:10891
MGI:2385096	NCBI_gene:23082
MGI:1929069	NCBI_gene:9025
MGI:2685402	NCBI_gene:339768
MGI:1861630	NCBI_gene:83715
MGI:3043381	NCBI_gene:163782
MGI:2384568	NCBI_gene:102723473
MGI:1098615	NCBI_gene:256949
MGI:2147707	NCBI_gene:102723606
MGI:1915853	NCBI_gene:10654
MGI:1917631	NCBI_gene:25851
MGI:1913664	NCBI_gene:55967
MGI:1351639	NCBI_gene:29088
MGI:106036	NCBI_gene:54674
MGI:1915522	NCBI_gene:84894
MGI:106037	NCBI_gene:10446
MGI:2442512	NCBI_gene:79414
MGI:2442298	NCBI_gene:158038
MGI:2136810	NCBI_gene:57622
MGI:2385612	NCBI_gene:78999
MGI:1917780	NCBI_gene:57497
MGI:1096363	NCBI_gene:2814
MGI:2144814	NCBI_gene:145581
MGI:106038	NCBI_gene:57633
MGI:2679449	NCBI_gene:84631
MGI:2679448	NCBI_gene:26050
MGI:2679446	NCBI_gene:114798
MGI:2443198	NCBI_gene:84189
MGI:2442509	NCBI_gene:139065
MGI:2679447	NCBI_gene:22865
MGI:2685197	NCBI_gene:219527
MGI:2442845	NCBI_gene:126755
MGI:1932389	NCBI_gene:54106
MGI:1932389	NCBI_gene:
MGI:2141485	NCBI_gene:654429
MGI:1315203	NCBI_gene:6585
MGI:1315202	NCBI_gene:6586
MGI:1315205	NCBI_gene:9353
MGI:103078	NCBI_gene:6697
MGI:1917826	NCBI_gene:79869
MGI:1913948	NCBI_gene:11052
MGI:3031248	NCBI_gene:389090
MGI:3030202	NCBI_gene:392391
MGI:3030840	NCBI_gene:283189
MGI:3030840	NCBI_gene:283189
MGI:3031285	NCBI_gene:390190
MGI:3031291	NCBI_gene:441608
MGI:3031279	NCBI_gene:390191
MGI:3031278	NCBI_gene:219968
MGI:3030126	NCBI_gene:127066
MGI:2177508	NCBI_gene:442191
MGI:2177508	NCBI_gene:442191
MGI:2177508	NCBI_gene:442191
MGI:2177508	NCBI_gene:442191
MGI:2177508	NCBI_gene:442191
MGI:2177508	NCBI_gene:442191
MGI:2177508	NCBI_gene:442191
MGI:2177509	NCBI_gene:401994
MGI:3030141	NCBI_gene:
MGI:2153205	NCBI_gene:219982
MGI:3031267	NCBI_gene:390195
MGI:3030045	NCBI_gene:79290
MGI:3031328	NCBI_gene:219960
MGI:3031324	NCBI_gene:81341
MGI:3031254	NCBI_gene:390201
MGI:3030659	NCBI_gene:441639
MGI:3030853	NCBI_gene:219493
MGI:3030336	NCBI_gene:120065
MGI:3030342	NCBI_gene:120066
MGI:3030886	NCBI_gene:282775
MGI:3030878	NCBI_gene:219417
MGI:3030934	NCBI_gene:390152
MGI:3030934	NCBI_gene:
MGI:3030934	NCBI_gene:219469
MGI:3030938	NCBI_gene:120586
MGI:3030857	NCBI_gene:390168
MGI:3030866	NCBI_gene:219482
MGI:3030868	NCBI_gene:390162
MGI:3030865	NCBI_gene:219484
MGI:3031368	NCBI_gene:219487
MGI:3030880	NCBI_gene:390157
MGI:3030880	NCBI_gene:390157
MGI:3030887	NCBI_gene:219453
MGI:3030881	NCBI_gene:219473
MGI:3030881	NCBI_gene:219473
MGI:3030819	NCBI_gene:338662
MGI:3030767	NCBI_gene:283159
MGI:3030758	NCBI_gene:283160
MGI:3030708	NCBI_gene:219858
MGI:2177528	NCBI_gene:26493
MGI:3030712	NCBI_gene:283162
MGI:2660712	NCBI_gene:390271
MGI:2661338	NCBI_gene:390275
MGI:1931271	NCBI_gene:390275
MGI:3030997	NCBI_gene:219436
MGI:3030055	NCBI_gene:390445
MGI:3030854	NCBI_gene:338675
MGI:3030985	NCBI_gene:390148
MGI:3031336	NCBI_gene:219954
MGI:3030945	NCBI_gene:219447
MGI:3031331	NCBI_gene:219957
MGI:3031334	NCBI_gene:219956
MGI:3030989	NCBI_gene:390144
MGI:2151908	NCBI_gene:219438
MGI:3030829	NCBI_gene:390181
MGI:3030007	NCBI_gene:26339
MGI:3030014	NCBI_gene:403278
MGI:3030029	NCBI_gene:403277
MGI:3030024	NCBI_gene:79295
MGI:3030030	NCBI_gene:79295
MGI:3030032	NCBI_gene:81050
MGI:1313139	NCBI_gene:10798
MGI:3030991	NCBI_gene:219437
MGI:3030253	NCBI_gene:26476
MGI:3030157	NCBI_gene:391189
MGI:1923797	NCBI_gene:84336
MGI:1919385	NCBI_gene:26108
MGI:1916161	NCBI_gene:90780
MGI:1861749	NCBI_gene:64434
MGI:2136773	NCBI_gene:57703
MGI:1349427	NCBI_gene:9156
MGI:2443149	NCBI_gene:348654
MGI:103582	NCBI_gene:2073
MGI:102779	NCBI_gene:2237
MGI:1913744	NCBI_gene:27166
MGI:1924869	NCBI_gene:153768
MGI:2442865	NCBI_gene:10650
MGI:1913640	NCBI_gene:51012
MGI:1321404	NCBI_gene:9450
MGI:107507	NCBI_gene:2125
MGI:1194898	NCBI_gene:5493
MGI:1919141	NCBI_gene:81602
MGI:2444529	NCBI_gene:1635
MGI:98497	NCBI_gene:6916
MGI:1913608	NCBI_gene:56985
MGI:3033336	NCBI_gene:23334
MGI:1346332	NCBI_gene:7439
MGI:3580298	NCBI_gene:144453
MGI:2387588	NCBI_gene:54831
MGI:1921463	NCBI_gene:64062
MGI:2147194	NCBI_gene:54439
MGI:1276111	NCBI_gene:5202
MGI:1341788	NCBI_gene:22984
MGI:2384963	NCBI_gene:29091
MGI:2445020	NCBI_gene:55763
MGI:1920955	NCBI_gene:57787
MGI:99638	NCBI_gene:2011
MGI:1341865	NCBI_gene:102724915
MGI:2664902	NCBI_gene:4139
MGI:97363	NCBI_gene:4851
MGI:99460	NCBI_gene:4854
MGI:97364	NCBI_gene:4853
MGI:3045960	NCBI_gene:25992
MGI:1913096	NCBI_gene:133746
MGI:2142282	NCBI_gene:123720
MGI:2444496	NCBI_gene:55771
MGI:3027003	NCBI_gene:54891
MGI:88474	NCBI_gene:9377
MGI:1926395	NCBI_gene:9589
MGI:1919940	NCBI_gene:79927
MGI:1918813	NCBI_gene:642273
MGI:1921097	NCBI_gene:83541
MGI:1916593	NCBI_gene:90362
MGI:1917758	NCBI_gene:56987
MGI:1918972	NCBI_gene:23152
MGI:1925571	NCBI_gene:200539
MGI:109352	NCBI_gene:7374
MGI:2384887	NCBI_gene:63922
MGI:3651514	NCBI_gene:387890
MGI:1916267	NCBI_gene:112476
MGI:3029307	NCBI_gene:286753
MGI:1932118	NCBI_gene:100507547
MGI:1932118	NCBI_gene:100507547
MGI:1932118	NCBI_gene:100507547
MGI:1932118	NCBI_gene:100507547
MGI:1932118	NCBI_gene:100507547
MGI:1932118	NCBI_gene:100507547
MGI:1932118	NCBI_gene:100507547
MGI:1932118	NCBI_gene:100507547
MGI:2444654	NCBI_gene:202151
MGI:1919060	NCBI_gene:8498
MGI:894323	NCBI_gene:5903
MGI:96269	NCBI_gene:5902
MGI:2684988	NCBI_gene:5192
MGI:3040686	NCBI_gene:284716
MGI:1918325	NCBI_gene:57494
MGI:101917	NCBI_gene:55973
MGI:1350933	NCBI_gene:10134
MGI:1919747	NCBI_gene:55854
MGI:1914472	NCBI_gene:153443
MGI:1914999	NCBI_gene:84709
MGI:3039635	NCBI_gene:79652
MGI:2146189	NCBI_gene:10210
MGI:2442392	NCBI_gene:55638
MGI:2139270	NCBI_gene:9751
MGI:2443788	NCBI_gene:64772
MGI:2138151	NCBI_gene:8564
MGI:1924408	NCBI_gene:102723871
MGI:1343086	NCBI_gene:11142
MGI:104747	NCBI_gene:5569
MGI:101937	NCBI_gene:5570
MGI:3576484	NCBI_gene:54872
MGI:1918319	NCBI_gene:56977
MGI:2684909	NCBI_gene:219736
MGI:1914695	NCBI_gene:114900
MGI:1919959	NCBI_gene:102723473
MGI:1919254	NCBI_gene:114897
MGI:1344400	NCBI_gene:10882
MGI:3032521	NCBI_gene:165257
MGI:2387350	NCBI_gene:389941
MGI:3579909	NCBI_gene:338761
MGI:1916433	NCBI_gene:114898
MGI:88225	NCBI_gene:714
MGI:88224	NCBI_gene:713
MGI:88223	NCBI_gene:712
MGI:2685260	NCBI_gene:131149
MGI:1925911	NCBI_gene:114905
MGI:2385958	NCBI_gene:114902
MGI:106675	NCBI_gene:9370
MGI:1932136	NCBI_gene:114899
MGI:3045252	NCBI_gene:338872
MGI:88463	NCBI_gene:1295
MGI:1859170	NCBI_gene:10081
MGI:1919369	NCBI_gene:22974
MGI:2684326	NCBI_gene:29986
MGI:1353474	NCBI_gene:27173
MGI:2147269	NCBI_gene:29985
MGI:109595	NCBI_gene:23582
MGI:1914429	NCBI_gene:55246
MGI:1922646	NCBI_gene:6694
MGI:1923918	NCBI_gene:130752
MGI:97051	NCBI_gene:4190
MGI:2445040	NCBI_gene:127253
MGI:1915510	NCBI_gene:55039
MGI:1923607	NCBI_gene:57570
MGI:2386258	NCBI_gene:79092
MGI:2685628	NCBI_gene:64170
MGI:2146012	NCBI_gene:29775
MGI:1916978	NCBI_gene:84433
MGI:1915266	NCBI_gene:347273
MGI:1923422	NCBI_gene:112464
MGI:99513	NCBI_gene:8436
MGI:1277968	NCBI_gene:284119
MGI:1914689	NCBI_gene:56949
MGI:1922946	NCBI_gene:24148
MGI:1914127	NCBI_gene:51340
MGI:1923483	NCBI_gene:116092
MGI:2148800	NCBI_gene:23746
MGI:109622	NCBI_gene:9049
MGI:1352502	NCBI_gene:8994
MGI:1341886	NCBI_gene:84962
MGI:2141920	NCBI_gene:126374
MGI:1913492	NCBI_gene:51021
MGI:1916914	NCBI_gene:81850
MGI:1916914	NCBI_gene:81850
MGI:3651233	NCBI_gene:730755
MGI:3652059	NCBI_gene:730755
MGI:1918703	NCBI_gene:730755
MGI:3651231	NCBI_gene:730755
MGI:3651233	NCBI_gene:81872
MGI:3652059	NCBI_gene:81872
MGI:1918703	NCBI_gene:81872
MGI:3651231	NCBI_gene:81872
MGI:3651233	NCBI_gene:81872
MGI:3652059	NCBI_gene:81872
MGI:1918703	NCBI_gene:81872
MGI:3651231	NCBI_gene:81872
MGI:3651233	NCBI_gene:730755
MGI:3652059	NCBI_gene:730755
MGI:1918703	NCBI_gene:730755
MGI:3651231	NCBI_gene:730755
MGI:3651233	NCBI_gene:730755
MGI:3652059	NCBI_gene:730755
MGI:1918703	NCBI_gene:730755
MGI:3651231	NCBI_gene:730755
MGI:3652308	NCBI_gene:85290
MGI:1918873	NCBI_gene:440051
MGI:3650333	NCBI_gene:100507608
MGI:3650333	NCBI_gene:100505724
MGI:3650333	NCBI_gene:100505724
MGI:3650330	NCBI_gene:101930568
MGI:3650326	NCBI_gene:100505753
MGI:3642183	NCBI_gene:386683
MGI:3779917	NCBI_gene:386682
MGI:5011587	NCBI_gene:386682
MGI:3779917	NCBI_gene:386676
MGI:5011587	NCBI_gene:386676
MGI:1915415	NCBI_gene:
MGI:103224	NCBI_gene:2230
MGI:2385165	NCBI_gene:57727
MGI:2444923	NCBI_gene:55285
MGI:1914475	NCBI_gene:55599
MGI:2387600	NCBI_gene:162417
MGI:2685992	NCBI_gene:256643
MGI:1917580	NCBI_gene:9774
MGI:2442637	NCBI_gene:9967
MGI:1922672	NCBI_gene:29081
MGI:1917135	NCBI_gene:79000
MGI:106926	NCBI_gene:4547
MGI:2685806	NCBI_gene:79703
MGI:1918724	NCBI_gene:9701
MGI:2442163	NCBI_gene:22870
MGI:1921807	NCBI_gene:55291
MGI:1921627	NCBI_gene:11077
MGI:1924029	NCBI_gene:23059
MGI:1099802	NCBI_gene:56654
MGI:2443548	NCBI_gene:84804
MGI:1914118	NCBI_gene:64747
MGI:1919425	NCBI_gene:256471
MGI:2145901	NCBI_gene:84975
MGI:1913881	NCBI_gene:84641
MGI:1201609	NCBI_gene:64645
MGI:1915544	NCBI_gene:10227
MGI:1345183	NCBI_gene:55714
MGI:1345185	NCBI_gene:10178
MGI:2447063	NCBI_gene:26011
MGI:1345184	NCBI_gene:57451
MGI:1351598	NCBI_gene:51172
MGI:106040	NCBI_gene:1595
MGI:2141656	NCBI_gene:6936
MGI:1914617	NCBI_gene:94104
MGI:1913994	NCBI_gene:112942
MGI:3643902	NCBI_gene:79158
MGI:104878	NCBI_gene:5573
MGI:97759	NCBI_gene:5575
MGI:97760	NCBI_gene:5577
MGI:108025	NCBI_gene:5576
MGI:1925850	NCBI_gene:5149
MGI:97526	NCBI_gene:5148
MGI:1934133	NCBI_gene:53836
MGI:2155705	NCBI_gene:9934
MGI:1918089	NCBI_gene:64805
MGI:1921441	NCBI_gene:53829
MGI:106066	NCBI_gene:5724
MGI:1346334	NCBI_gene:2857
MGI:2442043	NCBI_gene:29909
MGI:103223	NCBI_gene:7428
MGI:3643534	NCBI_gene:55908
MGI:2447810	NCBI_gene:84946
MGI:2667725	NCBI_gene:51156
MGI:1919157	NCBI_gene:327657
MGI:3041197	NCBI_gene:6906
MGI:88278	NCBI_gene:866
MGI:107817	NCBI_gene:5104
MGI:98378	NCBI_gene:12
MGI:2685741	NCBI_gene:256394
MGI:1915304	NCBI_gene:145264
MGI:891969	NCBI_gene:5265
MGI:88095	NCBI_gene:462
MGI:88283	NCBI_gene:871
MGI:894696	NCBI_gene:710
MGI:1915181	NCBI_gene:5276
MGI:1194506	NCBI_gene:5274
MGI:108080	NCBI_gene:102723646
MGI:97608	NCBI_gene:5054
MGI:87963	NCBI_gene:183
MGI:101780	NCBI_gene:5270
MGI:96051	NCBI_gene:3053
MGI:2442020	NCBI_gene:647174
MGI:1914207	NCBI_gene:89778
MGI:1919119	NCBI_gene:89777
MGI:2151053	NCBI_gene:8710
MGI:3042250	NCBI_gene:5275
MGI:3573933	NCBI_gene:6317
MGI:106603	NCBI_gene:5272
MGI:894657	NCBI_gene:5271
MGI:103123	NCBI_gene:5269
MGI:107173	NCBI_gene:5345
MGI:109579	NCBI_gene:5268
MGI:97609	NCBI_gene:5055
MGI:2138648	NCBI_gene:5273
MGI:1913472	NCBI_gene:1992
MGI:1922184	NCBI_gene:55130
MGI:1918132	NCBI_gene:219681
MGI:2679719	NCBI_gene:79637
MGI:96650	NCBI_gene:3728
MGI:88276	NCBI_gene:1499
MGI:2442559	NCBI_gene:150709
MGI:108110	NCBI_gene:8404
MGI:98373	NCBI_gene:6678
MGI:1098693	NCBI_gene:80312
MGI:2443298	NCBI_gene:54790
MGI:2446229	NCBI_gene:200424
MGI:107706	NCBI_gene:9452
MGI:1927594	NCBI_gene:81618
MGI:1309517	NCBI_gene:9445
MGI:1261838	NCBI_gene:56954
MGI:1350916	NCBI_gene:4817
MGI:2143535	NCBI_gene:51733
MGI:1919666	NCBI_gene:10128
MGI:97765	NCBI_gene:5619
MGI:2138453	NCBI_gene:84944
MGI:98345	NCBI_gene:6633
MGI:97453	NCBI_gene:5020
MGI:88121	NCBI_gene:551
MGI:1916903	NCBI_gene:201176
MGI:1922665	NCBI_gene:94134
MGI:1923367	NCBI_gene:101928361
MGI:2143764	NCBI_gene:64333
MGI:1931595	NCBI_gene:64332
MGI:1915808	NCBI_gene:57763
MGI:1333865	NCBI_gene:8625
MGI:1859388	NCBI_gene:54567
MGI:1098270	NCBI_gene:3714
MGI:1095416	NCBI_gene:182
MGI:2152889	NCBI_gene:92737
MGI:104659	NCBI_gene:28514
MGI:107471	NCBI_gene:4855
MGI:107471	NCBI_gene:4855
MGI:107471	NCBI_gene:4855
MGI:107471	NCBI_gene:4855
MGI:1353429	NCBI_gene:26519
MGI:1919540	NCBI_gene:134353
MGI:1917128	NCBI_gene:6636
MGI:1925901	NCBI_gene:11157
MGI:1347063	NCBI_gene:27071
MGI:109601	NCBI_gene:4690
MGI:1306821	NCBI_gene:8440
MGI:1925049	NCBI_gene:84174
MGI:1333842	NCBI_gene:9402
MGI:104295	NCBI_gene:6503
MGI:1918770	NCBI_gene:10750
MGI:2446215	NCBI_gene:400745
MGI:95805	NCBI_gene:2885
MGI:1913290	NCBI_gene:27247
MGI:2385079	NCBI_gene:102465669
MGI:1914703	NCBI_gene:91137
MGI:106341	NCBI_gene:539
MGI:2442599	NCBI_gene:375484
MGI:1919918	NCBI_gene:387640
MGI:1916957	NCBI_gene:84223
MGI:1913714	NCBI_gene:6883
MGI:1097706	NCBI_gene:1070
MGI:103250	NCBI_gene:808
MGI:1916556	NCBI_gene:285588
MGI:2155987	NCBI_gene:83698
MGI:1352750	NCBI_gene:9478
MGI:1920910	NCBI_gene:57010
MGI:1352749	NCBI_gene:51475
MGI:103249	NCBI_gene:808
MGI:2183437	NCBI_gene:164633
MGI:1352746	NCBI_gene:56344
MGI:1931464	NCBI_gene:51806
MGI:1917655	NCBI_gene:810
MGI:88251	NCBI_gene:808
MGI:1915476	NCBI_gene:84288
MGI:2385199	NCBI_gene:84455
MGI:1922850	NCBI_gene:91860
MGI:1918144	NCBI_gene:146779
MGI:1347085	NCBI_gene:1069
MGI:1347086	NCBI_gene:1068
MGI:2153207	NCBI_gene:23509
MGI:95317	NCBI_gene:2006
MGI:1915348	NCBI_gene:25898
MGI:2178800	NCBI_gene:345456
MGI:97549	NCBI_gene:5216
MGI:97550	NCBI_gene:5217
MGI:2684952	NCBI_gene:157869
MGI:1916225	NCBI_gene:9442
MGI:1924210	NCBI_gene:8537
MGI:1918057	NCBI_gene:27106
MGI:2446136	NCBI_gene:92714
MGI:1913662	NCBI_gene:91947
MGI:1924170	NCBI_gene:645432
MGI:2145242	NCBI_gene:57561
MGI:1916818	NCBI_gene:154807
MGI:106442	NCBI_gene:79001
MGI:5439443	NCBI_gene:79001
MGI:1925558	NCBI_gene:102465474
MGI:2139054	NCBI_gene:57720
MGI:2441844	NCBI_gene:25963
MGI:1919727	NCBI_gene:84910
MGI:1923750	NCBI_gene:51447
MGI:3045325	NCBI_gene:117283
MGI:1351633	NCBI_gene:9807
MGI:2442554	NCBI_gene:80271
MGI:1333822	NCBI_gene:3706
MGI:109235	NCBI_gene:3707
MGI:1916968	NCBI_gene:253430
MGI:1349452	NCBI_gene:101060521
MGI:1915945	NCBI_gene:374659
MGI:96022	NCBI_gene:3045
MGI:96021	NCBI_gene:3045
MGI:96027	NCBI_gene:3046
MGI:96922	NCBI_gene:4151
MGI:2149481	NCBI_gene:114757
MGI:2685722	NCBI_gene:3049
MGI:96016	NCBI_gene:3040
MGI:96015	NCBI_gene:3040
MGI:96016	NCBI_gene:3040
MGI:96015	NCBI_gene:3040
MGI:96019	NCBI_gene:3050
MGI:2387188	NCBI_gene:84925
MGI:2442629	NCBI_gene:84179
MGI:2384974	NCBI_gene:55640
MGI:2444881	NCBI_gene:28982
MGI:1328306	NCBI_gene:4999
MGI:2448536	NCBI_gene:11333
MGI:98085	NCBI_gene:6185
MGI:1913799	NCBI_gene:55109
MGI:1919735	NCBI_gene:285025
MGI:2685047	NCBI_gene:83872
MGI:1889800	NCBI_gene:9499
MGI:1916052	NCBI_gene:84665
MGI:1919583	NCBI_gene:23022
MGI:2681862	NCBI_gene:84033
MGI:2151224	NCBI_gene:57538
MGI:3045352	NCBI_gene:91156
MGI:109282	NCBI_gene:100996693
MGI:1923531	NCBI_gene:30851
MGI:2142166	NCBI_gene:102724033
MGI:1347478	NCBI_gene:3344
MGI:2151057	NCBI_gene:121643
MGI:1918625	NCBI_gene:1112
MGI:1914859	NCBI_gene:285237
MGI:1915243	NCBI_gene:83594
MGI:1925623	NCBI_gene:200035
MGI:109280	NCBI_gene:4521
MGI:892866	NCBI_gene:9993
MGI:1328324	NCBI_gene:9144
MGI:1341881	NCBI_gene:9143
MGI:1928903	NCBI_gene:23546
MGI:1328323	NCBI_gene:9145
MGI:3652166	NCBI_gene:388633
MGI:104912	NCBI_gene:8175
MGI:1925230	NCBI_gene:6305
MGI:1921831	NCBI_gene:81846
MGI:2180699	NCBI_gene:9110
MGI:1921552	NCBI_gene:8897
MGI:2442842	NCBI_gene:66036
MGI:2652817	NCBI_gene:10903
MGI:2443034	NCBI_gene:54545
MGI:2142292	NCBI_gene:54893
MGI:2145637	NCBI_gene:9107
MGI:1891693	NCBI_gene:9108
MGI:1858271	NCBI_gene:8776
MGI:1099452	NCBI_gene:4534
MGI:1924366	NCBI_gene:8898
MGI:2158460	NCBI_gene:653657
MGI:1920753	NCBI_gene:85509
MGI:1333812	NCBI_gene:53615
MGI:1333811	NCBI_gene:4152
MGI:1333813	NCBI_gene:8932
MGI:107704	NCBI_gene:9619
MGI:1890594	NCBI_gene:64137
MGI:1351659	NCBI_gene:64240
MGI:1914720	NCBI_gene:64241
MGI:1347061	NCBI_gene:9429
MGI:1921400	NCBI_gene:80255
MGI:1277182	NCBI_gene:642843
MGI:1861602	NCBI_gene:10898
MGI:2663721	NCBI_gene:23144
MGI:3643014	NCBI_gene:23144
MGI:2142121	NCBI_gene:390928
MGI:97316	NCBI_gene:4800
MGI:1860417	NCBI_gene:9796
